0;0
-103.821;777.602
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-103.821;10.9521
-105.494;23.4807
-105.494;11.1286
-105.494;11.1286
-106.878;21.4992
-106.878;11.2747
-106.878;11.2747
-106.878;11.2747
-116.338;82.1295
-119.108;33.0137
-119.108;12.5647
-121.877;33.3058
-121.877;12.8569
-121.877;12.8569
-132.722;94.0823
-132.722;14.0009
-138.836;59.7989
-138.836;14.6459
-141.606;35.387
-141.606;14.9381
-142.99;25.3086
-142.99;15.0841
-144.375;25.4548
-145.759;25.6007
-145.759;15.3763
-145.759;15.3763
-148.529;36.1173
-148.529;15.6684
-146.856;3.13992
-140.165;-34.622
-140.165;14.7861
-138.492;2.25774
-138.492;14.6096
-138.492;14.6096
-139.877;24.9802
-139.877;14.7557
-138.204;2.22724
-138.204;14.5792
-139.589;24.9498
-138.204;4.35479
-138.204;14.5792
-139.589;24.9498
-139.589;14.7253
-139.589;14.7253
-139.589;14.7253
-136.82;-6.01574
-136.82;14.4332
-138.204;24.8037
-138.204;14.5792
-138.204;14.5792
-138.204;14.5792
-138.204;14.5792
-138.204;14.5792
-138.204;14.5792
-136.82;4.20872
-139.877;37.3322
-139.877;14.7557
-139.877;14.7557
-139.877;14.7557
-139.877;14.7557
-139.877;14.7557
-139.877;14.7557
-139.877;14.7557
-139.589;12.5978
-138.204;4.35479
-133.186;-23.006
-131.513;1.5213
-131.513;13.8734
-131.513;13.8734
-131.513;13.8734
-133.186;26.402
-133.186;14.0499
-133.186;14.0499
-136.531;39.1067
-136.531;14.4028
-136.531;14.4028
-136.531;14.4028
-136.531;14.4028
-137.916;24.7733
-137.916;14.5489
-136.531;4.17833
-136.531;14.4028
-138.204;26.9313
-139.877;27.1077
-139.877;14.7557
-142.934;37.6546
-142.934;15.0782
-142.934;15.0782
-141.55;4.7077
-141.55;14.9322
-141.55;14.9322
-141.55;14.9322
-141.55;14.9322
-141.55;14.9322
-141.55;14.9322
-142.934;25.3027
-142.934;15.0782
-136.531;-32.8776
-137.916;24.7733
-137.916;14.5489
-136.531;4.17833
-136.531;14.4028
-137.916;24.7733
-137.916;14.5489
-135.147;-6.19219
-132.378;-6.48432
-132.378;13.9646
-129.608;-6.77656
-122.685;-38.1802
-122.685;12.9422
-122.685;12.9422
-107.975;-97.237
-80.5706;-193.863
-65.3399;-105.577
-60.3776;-30.2736
-44.5706;-112.022
-44.5706;4.70179
-44.5706;4.70179
-44.5706;4.70179
-16.8224;-203.128
-5.16923;-85.5055
-5.16923;0.545305
14.5594;-147.219
24.5958;-76.7066
30.7105;-48.3926
37.4014;-53.3535
37.4014;-3.9455
59.1469;-166.815
59.1469;-6.23944
59.1469;-6.23944
84.2378;-194.166
84.2378;-8.8863
100.389;-129.855
107.08;-60.7039
107.08;-11.2959
115.443;-73.9382
115.443;-12.1782
123.807;-74.8204
123.807;-13.0605
123.807;-13.0605
126.056;-29.9048
126.056;-13.2977
129.69;-40.5126
128.305;-3.31039
128.305;-13.535
125.536;7.20603
125.536;-13.2428
124.151;-2.87231
117.228;38.756
117.228;-12.3665
114.459;8.37465
114.459;-12.0743
114.459;-12.0743
106.151;50.1489
106.151;-11.1979
103.382;9.54316
103.382;-10.9058
101.997;-0.53529
99.228;9.98136
99.228;-10.4676
99.228;-10.4676
101.997;-31.2087
101.997;-10.7598
103.382;-21.1303
103.382;-10.9058
103.382;-10.9058
111.69;-73.1291
111.69;-11.7822
118.613;-63.6349
118.613;-12.5125
118.613;-12.5125
125.536;-64.3652
125.536;-13.2428
135.228;-85.8367
135.228;-14.2653
136.613;-24.6357
137.997;-24.782
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
135.228;6.18364
131.074;16.8464
131.074;-13.8271
131.074;-13.8271
129.69;-3.45657
129.69;-13.681
131.074;-24.0516
131.074;-13.8271
133.843;-34.5681
133.843;-14.1192
135.228;-24.4899
135.228;-14.2653
135.228;-14.2653
137.997;-35.0063
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
136.613;-4.18678
137.997;-24.782
136.613;-4.18678
136.613;-14.4113
137.997;-24.782
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
137.997;-14.5574
136.324;-2.02894
136.324;-14.381
136.324;-14.381
136.324;-14.381
136.324;-14.381
137.997;-26.9094
137.997;-14.5574
